gene_symbol	Brain - Substantia nigra
Y_RNA	0.0
HOXB1	0.0
HOXB2	0.35378
HOXB-AS1	0.263264
HOXB3	0.112572
HOXB-AS2	0.0
HOXB4	0.0277525
RP11-357H14.16	0.0
HOXB-AS3	0.0
HOXB5	0.0
HOXB6	0.0140037
HOXB7	0.078983
HOXB8	0.0
HOXB9	0.0
HOXB-AS4	0.0
MIR196A1	0.0
RP11-357H14.17	0.0
LINC02086	0.0
CTD-2377D24.2	0.0
RPL9P28	0.0364204
COX6B1P2	0.0
PRAC1	0.0
PRAC2	0.0
HOXB13	0.0
CTD-2377D24.4	0.0
TTLL6	0.276323
RN7SL125P	0.0
CALCOCO2	21.0754
SUMO2P17	0.564169
SNORA68	0.0
RP11-463M16.5	0.0
ATP5G1	70.6866
RP11-501C14.9	0.0732707
UBE2Z	24.0994
SNF8	17.1407
AC091133.1	2.63763
RNU1-42P	0.0
SNOU13	0.0
GIP	0.0
RP11-501C14.5	0.0
IGF2BP1	0.00368089
RP11-501C14.6	0.0
METAZOA_SRP	0.0
RNU6-826P	0.0
RP11-501C14.7	0.0
B4GALNT2P1	0.0
B4GALNT2	0.0
RP11-708H21.1	0.0
GNGT2	1.05154
ABI3	4.00495
PHOSPHO1	1.69773
FLJ40194	0.0
MIR6129	0.0
ZNF652	9.23809
RP11-1079K10.3	0.921899
RP11-81K2.1	0.646077
RP11-1079K10.2	0.867784
RP11-1079K10.1	0.0
PHB	62.4861
Y_RNA	0.0
EIF4EP2	0.199666
LINC02075	0.0
RP11-81K2.2	0.0
NGFR	5.22899
RP5-1029K10.2	0.0416094
MIR6165	0.0
RP5-1029K10.4	0.0
NXPH3	2.25615
SPOP	15.1057
SLC35B1	19.2149
RP11-613C6.2	0.0
FAM117A	2.14856
KAT7	5.47369
RP11-613C6.4	0.0
RP11-304F15.7	0.0
TAC4	0.0495785
RP11-304F15.3	0.171207
RP11-304F15.4	0.0
RP11-304F15.6	0.0
RP11-304F15.5	0.0
RNU6-1313P	0.0
DLX4	0.022694
DLX3	0.0143294
RP11-1094H24.3	0.0
RP11-1094H24.4	0.0851991
ITGA3	5.18994
RP5-875H18.9	0.162501
PDK2	18.637
RP5-875H18.10	0.11706
RP5-875H18.4	0.0794458
SAMD14	9.26706
PPP1R9B	38.0448
AC002401.1	0.100338
RP11-893F2.13	0.628138
RP11-893F2.14	0.72993
SGCA	0.657935
HILS1	1.02796
COL1A1	0.861
RP11-893F2.5	0.0
RP11-893F2.15	0.0
LINC01969	0.0
SUMO2P7	0.0
TMEM92	0.0722266
TMEM92-AS1	0.0892894
XYLT2	5.41857
RP11-893F2.18	0.860928
MRPL27	19.7024
EME1	0.354079
LRRC59	11.354
Y_RNA	0.0
RP1-117B12.4	0.0
ACSF2	6.60213
MRPS21P9	0.0
CHAD	3.14282
RP11-94C24.13	0.0310248
RSAD1	18.8575
RP11-94C24.6	0.182235
MYCBPAP	0.356549
EPN3	0.622255
RP11-94C24.8	0.465148
SPATA20	28.4541
CACNA1G-AS1	0.341064
CACNA1G	2.32381
RP11-94C24.11	0.0
CTB-22K21.2	0.0
ABCC3	0.218798
ANKRD40	112.604
Y_RNA	0.0
LUC7L3	49.8761
RP11-294J22.7	0.0155914
LINC00483	0.0
MIR8059	0.0
RP11-294J22.5	0.0
WFIKKN2	0.419955
RPL5P33	0.0
TOB1	21.6152
TOB1-AS1	1.47867
RP11-700H6.4	0.467527
RP11-700H6.1	0.0649025
RP11-700H6.2	0.0183098
SPAG9	40.1695
RP11-481C4.1	0.0
NME1	34.7972
NME2	151.296
MBTD1	3.40697
RP11-481C4.2	0.555423
RP11-421E14.2	0.0
UTP18	14.6903
LINC02071	0.0
RP11-1018N14.3	0.0
RP11-1018N14.4	0.0
LINC02072	0.12983
LINC02073	0.129585
RPL7P48	0.0
CA10	8.24428
CTB-43I4.1	0.0
LINC01982	0.0799453
LINC02089	0.0
C17ORF112	0.0
MTCO1P40	5.65962
RP11-146P2.1	0.0
CTD-2535P7.1	0.0
CTD-2535P7.2	0.0
RP11-312B18.1	0.0
RPS2P48	0.0220546
KIF2B	0.0
RP11-618P13.1	0.0
ISCA1P3	0.0
RP11-372K20.1	0.0
ARL2BPP8	0.0
RN7SKP14	0.0
TOM1L1	1.75254
COX11	15.7494
RP11-257O5.2	7.85568
RP11-257O5.4	0.0
STXBP4	0.583152
HLF	6.65005
RP11-515O17.2	0.0
RP11-515O17.3	0.0
MMD	21.3066
RP11-515E23.1	0.0
CTD-2033D24.2	0.0
GARSP1	0.0
RNU6-1249P	0.0
TMEM100	6.15387
PCTP	4.90175
RP11-763E3.1	0.0
ANKFN1	0.563504
RP11-502F1.2	0.0
RP11-502F1.1	0.0
RPL39P33	0.0
NOG	1.38657
C17ORF67	1.24242
RP11-347L15.1	0.179664
DGKE	2.32729
RNU6-1158P	0.0
RP11-670E13.3	0.0
TRIM25	4.9011
RP11-670E13.6	0.290012
COIL	5.24243
RP5-1107A17.3	0.0276646
RP5-1107A17.2	0.0
SCPEP1	23.8971
RP5-1107A17.4	0.090447
RNF126P1	0.0451479
RP11-166P13.3	2.75843
AKAP1	14.6215
RP11-166P13.4	0.0375413
MSI2	24.1835
RP11-426D19.1	0.5936
RP11-226M10.3	0.060026
RP11-118E18.2	0.0
RP11-118E18.1	0.0
RP11-118E18.4	0.0
RN7SL449P	0.0
RNU7-134P	0.0
CCDC182	0.0249118
RP11-60A24.3	0.260517
RN7SKP94	0.0
MRPS23	8.56966
CUEDC1	23.3265
RP11-343K8.3	0.0
RP11-159D12.11	1.00031
VEZF1	14.2401
RP11-159D12.3	0.0480812
RP11-159D12.2	5.65004
SRSF1	61.6596
RP11-159D12.6	0.721261
RP11-159D12.10	0.0
DYNLL2	91.6215
RP11-159D12.8	6.9195
OR4D1	0.0
MSX2P1	0.0569416
OR4D2	0.0
EPX	0.190579
RP11-506H21.5	1.50052
MKS1	4.50844
LPO	0.515497
MPO	0.870688
TSPOAP1	16.3214
TSPOAP1-AS1	0.592048
RP5-1171I10.5	0.566007
MIR4736	0.0
SUPT4H1	36.6907
RNF43	0.192777
HSF5	0.0255166
SETP3	0.0
MTMR4	12.9712
SEPT4-AS1	0.340676
SEPT4	424.999
C17ORF47	0.0
TEX14	0.304988
U3	0.0
CTD-2200P10.1	0.0
RNU1-108P	0.0
CTD-2200P10.3	0.0
RNU1-52P	0.0
RNU1-85P	0.0
RAD51C	3.11278
RP11-579A4.1	0.0
PPM1E	2.60422
METAZOA_SRP	0.0
RNU6-518P	0.0
RP11-579O24.1	0.0
METAZOA_SRP	0.0
RP11-579O24.3	0.294086
TRIM37	16.156
RN7SL716P	0.0
AC099850.1	0.968109
SKA2	24.0691
RNU2-58P	0.0
MIR454	0.0
MIR301A	0.0
PRR11	0.816346
SPDYE22P	0.0
CTD-2510F5.4	0.749543
SMG8	3.56479
GDPD1	3.4511
Y_RNA	0.0
SNRPGP17	0.0
YPEL2	12.173
RP11-567L7.3	0.0
MIR4729	0.0
RP11-567L7.5	0.0
LINC01476	0.0
RNU4-13P	0.0
DHX40	13.3091
RP11-758H9.2	6.07743
CLTC	43.6878
PTRH2	3.68695
VMP1	14.8186
RP11-619I22.1	0.0
MIR21	0.0
RNU6-450P	0.0
TUBD1	3.05203
NDUFB8P2	0.101679
RPS6KB1	6.36444
RPS29P21	0.0
RNFT1	3.07278
RP11-178C3.2	0.692997
DHX40P1	0.0214176
TBC1D3P1	0.0
RP11-178C3.7	0.0
RP11-178C3.8	0.0
MIR4737	0.0
HEATR6	3.98776
RP11-178C3.6	0.0
CTD-2319I12.2	0.261171
WFDC21P	0.0603732
CTD-2319I12.10	0.0738094
CTD-2319I12.3	0.0
CTD-2319I12.9	0.0
CTD-2319I12.4	1.38342
CTD-2319I12.5	0.0
CA4	4.91131
FAM106DP	0.0
USP32	8.05724
SCARNA20	0.0
RP11-3K24.1	0.125761
RP11-3K24.3	0.0
RP11-3K24.2	0.0
C17ORF64	0.105554
RPL12P38	0.0288937
APPBP2	6.51173
RP11-15E18.5	0.0
RP11-15E18.1	0.296787
RP11-15E18.3	0.0
LINC01999	0.0
RPSAP66	0.0
PPM1D	2.43361
RNU6-623P	0.0
BCAS3	4.80086
RN7SL606P	0.0
AC111155.1	0.0
Y_RNA	0.0
KRT18P61	0.0
HMGN1P28	0.0
RN7SL448P	0.0
RP11-264B14.1	0.474763
RP11-264B14.2	0.0
RPL23AP74	0.183213
RP11-136H19.1	0.185495
RP11-332H18.7	0.0
RP11-332H18.5	0.158175
RP11-332H18.3	0.0463956
TBX2-AS1	2.60983
TBX2	8.13683
C17ORF82	0.319614
TBX4	0.0124046
RP11-15K2.2	0.0
NACA2	0.26476
BRIP1	0.0420784
INTS2	3.10375
Y_RNA	0.0
MED13	5.47813
RP11-342K2.1	0.268855
Y_RNA	0.0
Y_RNA	0.0
POLRMTP1	0.277019
RP11-51L5.3	0.0
RP11-51L5.4	0.0
TBC1D3P2	0.0
RP11-51L5.5	0.0
RP11-51L5.1	0.0
EFCAB3	0.0
RP11-51L5.2	0.0
RNU7-52P	0.0
RPS23P7	0.0
METTL2A	3.9274
TLK2	7.89702
RP11-464D20.2	0.426222
RP11-464D20.6	0.0282234
CTD-3035K23.6	0.0793945
CTD-3035K23.7	1.04407
MRC2	6.21408
Y_RNA	0.0
CTD-3035K23.3	0.24141
RNU6-446P	0.0
RP11-156L14.1	0.436214
MARCH10	0.165941
RP11-453A12.1	0.0
PRELID3BP3	0.0
RP11-180P8.1	0.1709
MIR633	0.0
TRMT112P3	0.0
RP11-180P8.3	0.0
RP11-180P8.4	0.0
RP11-180P8.5	0.0
TANC2	5.47396
RP11-556O9.4	0.0
RP11-556O9.2	0.0
RP11-556O9.3	0.0
AC037445.1	0.0
RP11-269G24.2	0.0
RP11-269G24.8	0.0
AC015923.1	0.0
RP11-269G24.3	0.0
RP11-269G24.7	0.0
RP11-269G24.4	0.0
CYB561	5.73505
RP11-269G24.6	0.0826588
CTD-2501B8.5	0.0
ACE	0.598217
ACE3P	0.0
KCNH6	0.449983
DCAF7	18.1465
RNU6-288P	0.0
TACO1	15.0383
RP11-51F16.9	0.533003
MAP3K3	7.56197
EEF1DP7	0.0
STRADA	13.1882
LIMD2	5.24903
RP11-51F16.1	0.964841
CCDC47	23.8693
DDX42	34.719
FTSJ3	11.6645
PSMC5	135.292
SMARCD2	13.3014
TCAM1P	0.0574543
CSH2	0.0
GH2	0.0
RP11-630H24.3	0.0
CSH1	0.0
RP11-630H24.4	0.0
CSHL1	0.0
GH1	0.0747055
CD79B	0.524872
SCN4A	0.0767883
CTC-264K15.6	0.0
PRR29-AS1	0.222101
PRR29	2.58808
ICAM2	12.1819
ERN1	1.13895
SNHG25	1.83832
SNORD104	0.0
TEX2	34.8322
RPL31P57	0.0
PECAM1	13.5727
Y_RNA	0.0
MIR1273E	0.0
MILR1	2.56982
POLG2	2.53469
ATP5J2P4	0.163468
DDX5	107.027
MIR3064	0.0
MIR5047	0.0
CEP95	8.36738
SMURF2	5.52653
RP11-87N3.6	0.0
MINOS1P2	0.114098
KPNA2P3	17.8418
RP13-104F24.3	16.6965
BPTFP1	14.7935
RP11-927P21.4	0.769474
PLEKHM1P1	2.19194
RNU7-115P	0.0
RP11-927P21.7	0.0
LRRC37A3	2.63269
RN7SL404P	0.0
RP11-927P21.8	0.0
RP11-927P21.1	0.298944
RP11-927P21.2	0.0492244
RP11-927P21.12	0.0
RP11-583F2.1	0.19722
RP11-927P21.6	0.0
RP11-927P21.11	0.0
RP11-583F2.2	0.0438186
RP11-583F2.6	0.0
SLC16A6P1	0.148445
AMZ2P1	11.6281
GNA13	15.3657
RP11-583F2.5	0.0
RGS9	2.51461
RP11-169I9.2	0.0
CRAT40	0.0
AXIN2	4.55126
CEP112	2.04755
GS1-531I17.3	0.0
GS1-531I17.2	0.0
PSMD7P1	0.0
APOH	0.032167
RNA5SP444	0.0
RP11-4F22.3	0.0
PRKCA	17.9367
RN7SL735P	0.0
PRKCA-AS1	0.0
RNU6-928P	0.0
RNA5SP445	0.0
AC006947.1	0.0
MIR634	0.0
CACNG5	0.128726
RNA5SP446	0.0
CACNG4	15.2728
RP11-349A8.3	0.0648752
CACNG1	0.248346
HELZ	3.67734
RP11-401F2.4	0.0
RPL36AP48	0.0
RP11-401F2.3	0.411864
RNA5SP447	0.0
SNORA8	0.0
RP11-401F2.2	0.0
PSMD12	16.1287
PITPNC1	15.2241
Y_RNA	0.0
RN7SL756P	0.0
CTD-2653B5.1	0.0
RP11-360N9.2	0.150655
RP11-360N9.3	0.0
NOL11	7.56238
SNORA38B	0.0
RPSAP67	0.0
RPL17P41	0.0
BPTF	8.08444
RP11-855A2.3	0.0599482
RP11-855A2.1	0.0594305
RP11-855A2.2	0.11209
RN7SL622P	0.0
C17ORF58	5.37049
KPNA2	11.2996
FBXO36P1	0.0
AC145343.2	0.478918
LINC00674	5.26541
LRRC37A16P	1.93526
RP11-147L13.11	46.5125
RP11-147L13.12	9.20601
RP11-147L13.13	3.81765
RP11-147L13.7	0.082817
RP11-147L13.14	1.3553
RP11-147L13.8	0.539297
LOC440461	0.102483
RP11-147L13.15	8.92409
RP11-147L13.2	0.787326
AMZ2	33.8555
ARSG	1.62889
SLC16A6	2.80507
RP11-120M18.2	0.48237
MIR635	0.458166
WIPI1	8.13803
PRKAR1A	71.0831
FAM20A	0.353182
RP11-120M18.5	0.0
LINC01482	0.0
RP11-118B18.3	0.0
RP11-118B18.2	0.0
ABCA8	11.0497
ABCA9-AS1	0.0
ABCA9	3.38461
ABCA6	1.52302
LOC100421166	0.0515864
MIR4524B	0.0
ABCA10	0.755283
PRO1804	0.0
ABCA5	4.82539
SNRPGP4	0.0
SNORA40	0.0
MAP2K6	1.63053
CTD-3022L24.1	0.0420491
RP1-193H18.3	0.660188
RP1-193H18.2	4.60153
LINC01483	0.0
RP1-200G19.1	0.0
LINC01497	1.33872
Y_RNA	0.0
AC002539.1	0.0
LINC01028	0.0
KCNJ16	11.4716
KCNJ2-AS1	2.12435
KCNJ2	3.67726
CALM2P1	0.0
CTD-2378E21.1	0.0
RP11-1058G23.1	0.0
RP11-238F2.1	0.540876
RP11-1003J3.1	0.0
CASC17	0.011879
RNU7-155P	0.0
AC118653.2	0.0
MYL6P5	0.0
RP11-465C12.1	0.0
LINC02095	0.130134
LINC01152	0.814672
SOX9-AS1	0.888989
LINC02097	0.0394683
SOX9	24.3302
LINC00511	1.71391
LINC02003	0.0672775
RP11-57A1.1	0.0
RPL32P33	0.0
CTD-3010D24.3	0.0
SLC39A11	4.76836
RN7SKP180	0.0
SCARNA24	0.164538
RP11-171G2.1	0.0
RP11-766H1.1	0.0
POLR3KP2	0.0
SSTR2	1.13157
COG1	10.6644
RP11-143K11.7	0.536319
FAM104A	7.39606
C17ORF80	6.20041
RP11-661C3.2	0.0917984
CPSF4L	0.0725451
CDC42EP4	29.0638
SDK2	1.07859
RP11-449L23.2	0.0127653
RP11-277J6.2	0.0
RP11-277J6.3	0.0
CTD-2532D12.4	0.0
LINC00469	0.0
LINC02092	0.0
CTD-2532D12.5	0.0
CTD-2582D11.1	0.0
LINC02074	0.0
RPL38	424.365
MGC16275	6.87637
TTYH2	39.0242
CTD-2514K5.4	0.0
DNAI2	0.176703
RP11-647F2.2	0.0
KIF19	6.89991
BTBD17	2.82724
GPR142	0.0191728
RNA5SP448	0.0
GPRC5C	6.22131
CD300A	3.77525
CD300LB	0.0574183
CD300C	0.567539
AC079325.5	0.0
CD300LD	0.0
C17ORF77	0.0
CTD-2006K23.1	0.00657539
CD300E	0.142484
RAB37	2.56378
CTD-2006K23.2	0.0
CD300LF	0.907567
RP11-452I5.2	0.0
SLC9A3R1	55.45
NAT9	14.9014
TMEM104	6.16072
GRIN2C	8.12445
FDXR	4.94092
FADS6	1.59601
USH1G	0.00913377
OTOP2	0.0
OTOP3	0.0
HID1	34.6475
HID1-AS1	0.283347
CDR2L	20.5436
MRPL58	19.246
RNU6-362P	0.0
KCTD2	30.9982
ATP5H	161.403
RN7SL573P	0.868679
RP11-1112G13.3	0.0
TRIM80P	0.0192064
SLC16A5	0.530279
Y_RNA	0.0
ARMC7	3.78022
NT5C	29.7595
RP11-649A18.3	0.0652982
HN1	11.3837
RP11-649A18.5	0.0702772
RP11-649A18.4	0.0339744
SUMO2	39.6992
NUP85	5.19224
GGA3	10.5996
MRPS7	23.6318
MIF4GD	9.73305
RP11-649A18.12	0.6154
SLC25A19	2.63736
GRB2	43.2488
AC011933.2	0.0
RP11-16C1.3	0.0
RP11-16C1.2	0.0
RP11-16C1.1	0.297286
MIR3678	0.0
RNU6-938P	0.0
Y_RNA	0.0
TMEM94	30.2668
MIR6785	0.0
CASKIN2	14.8713
TSEN54	9.61205
LLGL2	3.83864
MYO15B	14.5316
RECQL5	5.47839
SMIM5	2.91135
SMIM6	3.25442
SAP30BP	19.508
RP11-474I11.8	0.0
RP11-474I11.7	0.0
ITGB4	14.3662
GALK1	5.25542
H3F3B	174.299
MIR4738	0.0
UNK	6.56256
RP11-552F3.4	0.100241
UNC13D	3.93541
WBP2	207.819
TRIM47	31.8066
RP11-552F3.9	0.488858
TRIM65	9.61714
RP11-552F3.10	1.20514
MRPL38	26.7049
FBF1	5.68818
ACOX1	9.69181
TEN1	12.7227
CDK3	7.53604
EVPL	0.123589
SRP68	27.6814
GALR2	0.141268
ZACN	0.0554868
EXOC7	25.3968
RP11-449J21.3	3.3212
MIR6868	0.0
FOXJ1	3.23365
RNF157-AS1	1.18085
RNF157	22.9605
ATP5LP6	0.0
ATF4P3	0.175412
UBALD2	21.9085
QRICH2	1.92363
PRPSAP1	10.3202
Y_RNA	0.0
RNU6-24P	0.0
RP11-794C22.2	0.0
SPHK1	1.38349
UBE2O	11.5847
RPL7P49	0.0
AANAT	0.629317
RHBDF2	6.80902
CYGB	6.27093
PRCD	3.27062
RP11-666A8.7	1.12004
RP11-666A8.8	0.523899
RP11-666A8.12	0.751691
SNHG16	5.24704
SNORD1B	0.0
RP11-666A8.13	0.162377
RP11-666A8.9	0.0394648
ST6GALNAC2	0.951559
RP11-666A8.11	0.0
ST6GALNAC1	2.2267
RNU6-227P	0.0
RP11-318A15.2	0.440139
MXRA7	20.1774
RNY4P36	0.0
RP11-318A15.8	0.104778
JMJD6	7.00603
UC_338	0.0
METTL23	10.3449
SRSF2	70.0315
MFSD11	4.36467
RNU6-97P	0.0
LINC02080	0.109201
LINC00868	0.0
MGAT5B	2.71895
RP11-87G24.3	0.123532
RP11-87G24.6	0.0677298
RP11-87G24.2	0.0413871
METAZOA_SRP	0.0
SNHG20	6.11908
SEC14L1	23.0297
RNU4-47P	0.257403
CYCSP40	0.092183
RP11-285E9.6	0.0
RP11-285E9.5	0.0
SEPT9	14.0744
RP11-936I5.1	0.0165949
MIR4316	0.0
Y_RNA	0.0
RP11-75C10.6	0.0671242
RP11-75C10.7	0.0
RP11-75C10.9	0.0
RP11-13K12.2	0.155367
RP11-13K12.1	0.0925996
RP11-13K12.5	0.218099
RP11-13K12.6	0.0
LINC01987	0.0
LINC01973	0.0140406
RNU1-80P	0.0
TNRC6C	7.20264
RP11-637C24.5	0.0
UBE2V2P2	0.0
RNU6-625P	0.0
TNRC6C-AS1	19.0982
TMC6	19.2923
TMC8	3.27703
C17ORF99	0.0153456
EIF5AP2	0.0140133
SYNGR2	24.5269
TK1	1.50498
AFMID	14.7196
RP11-219G17.6	0.0
BIRC5	0.176982
TMEM235	21.5085
RP11-219G17.9	0.109251
THA1P	0.158813
RP11-219G17.8	0.0
LINC01993	0.0255993
AC061992.2	0.462949
SOCS3	10.0259
RP11-806H10.4	0.156694
RN7SL236P	0.0
PGS1	11.3564
SNORA30	0.0
DNAH17	3.09218
DNAH17-AS1	3.24388
RP11-559N14.6	0.0
RN7SL454P	0.0
LINC02081	0.0216882
CYTH1	30.1541
CTD-2357A8.2	0.095691
RNU6-638P	0.0
USP36	6.6517
RPL9P29	2.06408
TIMP2	67.768
CEP295NL	0.118693
CTD-2373H9.3	0.0509991
CTD-2373H9.5	0.0
LGALS3BP	59.0985
CANT1	7.2749
C1QTNF1-AS1	0.0796454
C1QTNF1	10.4631
ENGASE	13.1508
RBFOX3	1.53858
RP11-398J5.1	0.0
CH17-351M24.1	0.0
MIR4739	0.0
LINC02078	0.0330782
ENPP7	0.0
CBX2	0.369728
CBX8	1.07165
RP11-353N14.1	0.0
LINC01977	0.167743
CBX4	11.9545
RP11-353N14.3	0.0
LINC01979	0.204192
LINC01978	2.03153
TBC1D16	6.79529
RP11-353N14.7	0.0
CTD-2529O21.1	0.0
CTD-2529O21.2	0.0690728
CCDC40	1.5534
MIR1268B	0.0
GAA	18.7235
EIF4A3	22.1246
RP11-334C17.3	0.803718
RP11-334C17.6	1.35491
CARD14	0.614142
RP11-334C17.5	1.74364
SGSH	6.76605
SLC26A11	9.5948
RNF213	6.79373
CTD-2047H16.2	0.0884301
CTD-2047H16.5	0.652906
CTD-2047H16.3	0.13946
CTD-2047H16.4	0.467488
ENDOV	3.61915
MIR4730	0.0
CTD-2526A2.2	0.0841735
CTD-2526A2.4	0.0
NPTX1	0.602322
CTD-2526A2.5	0.0
CTD-2526A2.6	0.0
RPL32P31	0.0
RPTOR	4.99748
RPL31P7	0.0
RP11-28G8.1	0.0101429
CTD-2561B21.4	0.0
CTD-2561B21.3	0.0
CTD-2561B21.5	0.0510403
RPL12P37	0.0
CHMP6	8.41315
CTD-2561B21.8	0.304683
CTD-2561B21.11	0.298119
CTD-2561B21.10	0.0
BAIAP2-AS1	8.33957
BAIAP2	5.36275
AATK	63.4153
MIR657	0.281013
MIR3065	0.0
MIR1250	0.231117
RP11-149I9.2	0.107458
AATK-AS1	0.145381
CEP131	4.73107
RP11-455O6.2	0.286924
TEPSIN	6.21028
AC027601.1	0.678241
NDUFAF8	34.3474
SLC38A10	15.1916
RP11-455O6.8	0.844002
RP11-455O6.5	0.0948174
LINC00482	0.326993
TMEM105	0.0216275
RP11-455O6.9	0.710775
RP11-1055B8.9	0.735907
RP11-1055B8.2	0.182638
RP11-1055B8.3	7.38366
RP11-1055B8.10	0.149244
RP11-1055B8.4	17.4225
BAHCC1	3.59288
RP11-1055B8.1	1.08654
MIR4740	0.0
MIR3186	0.0
LINC01971	0.826726
ACTG1	637.15
RP13-766D20.1	0.0
RP13-766D20.2	0.163958
FSCN2	0.35615
FAAP100	5.67389
NPLOC4	12.1597
Y_RNA	0.0
TSPAN10	0.371265
PDE6G	0.132147
OXLD1	18.3917
CCDC137	10.5924
ARL16	25.1385
HGS	30.3056
MIR6786	0.0
RP13-1032I1.11	1.20515
RP13-1032I1.7	3.37842
MRPL12	54.7561
SLC25A10	8.64075
GCGR	0.0556816
MCRIP1	42.6876
PPP1R27	0.102269
P4HB	42.6132
RP11-498C9.4	0.765261
ARHGDIA	89.9922
RP11-498C9.15	0.972329
ALYREF	22.1407
ANAPC11	37.3385
PCYT2	23.7263
SIRT7	9.19216
MAFG	17.1472
RP11-498C9.12	0.0813146
MAFG-AS1	1.15909
PYCR1	5.56507
MYADML2	1.45808
AC137723.5	0.213782
NOTUM	0.580434
RP11-498C9.17	0.0
ASPSCR1	9.57254
CENPX	28.4221
LRRC45	4.66762
RAC3	14.1121
DCXR	107.26
RP11-1182P23.5	1.06531
RP13-650J16.1	2.52232
RFNG	28.599
GPS1	42.2737
DUS1L	20.0747
FASN	20.1667
CCDC57	2.01321
RP11-1376P16.2	0.727433
RP11-1376P16.1	0.0
RP13-516M14.2	0.151187
SLC16A3	3.85549
MIR6787	0.0
CSNK1D	32.0309
RP13-516M14.10	3.19125
RP13-516M14.8	0.390543
LINC01970	0.132
RP13-516M14.1	9.02453
CD7	0.590198
SECTM1	0.445524
TEX19	0.0
UTS2R	0.0280178
RP13-20L14.1	0.67918
OGFOD3	4.79251
RP13-20L14.4	0.062353
Y_RNA	0.0
HEXDC	9.30374
HEXDC-IT1	0.121249
C17ORF62	21.452
RP13-20L14.6	0.47359
NARF	8.95741
RP13-20L14.10	0.592602
RP13-991F5.2	0.0307318
NARF-IT1	0.428951
FOXK2	5.69936
RP13-638C3.6	0.0909063
RP13-638C3.2	0.182504
RP13-638C3.3	0.247039
WDR45B	55.6033
RP13-638C3.5	0.079915
RAB40B	26.849
MIR4525	0.0
RP11-388C12.1	0.490477
FN3KRP	28.2411
RP11-388C12.5	0.170151
FN3K	38.3423
RP11-388C12.8	2.94298
TBCD	7.84624
RP11-567O16.1	0.0
ZNF750	0.0667877
RP11-497H17.1	0.271124
B3GNTL1	1.26553
RP11-1197K16.2	0.0
METRNL	6.31585
AC144831.3	0.652862
AC144831.1	0.395473
AC139099.7	0.0
AC139099.4	0.0
AC139099.6	0.0
AC139099.5	0.0293077
RPL23AP87	0.0839341
AP005530.1	0.0
AP005530.2	0.0
FAM166AP6	0.0
TUBB8P12	0.0341612
RP11-683L23.7	0.0
IL9RP4	0.0
RP11-683L23.6	0.0
ROCK1P1	1.22493
MIR8078	0.0
USP14	15.698
THOC1	11.4293
RP11-705O1.8	0.211418
RP11-720L2.4	0.0
COLEC12	10.471
RP11-720L2.2	0.0
LINC01925	0.0
CETN1	0.0
RN7SKP146	0.0
CLUL1	0.892378
TYMSOS	4.6498
RP11-806L2.2	0.664981
RP11-806L2.5	0.104891
TYMS	2.61329
ENOSF1	7.67977
RP11-806L2.6	0.137211
YES1	12.1609
RP11-769O8.1	0.0416641
RP11-769O8.3	0.018676
RNU1-109P	0.0
RP11-672L10.6	1.14804
BOLA2P1	0.0
RP11-672L10.5	0.0
RP11-672L10.3	0.0
RP11-672L10.2	0.11753
ADCYAP1	1.14372
LINC01904	0.0
RP11-689C9.1	0.0
RP11-78F17.1	0.0
RP11-78F17.3	0.0
COX6CP3	0.0
LINC00470	0.0104894
RN7SKP72	0.0
RP11-288C17.3	0.0
RP11-288C17.1	0.0
RP11-476K15.1	0.0
CTD-2015H3.2	0.0
CTD-2015H3.1	0.0
RP11-161I6.2	0.0
CTD-2533G20.1	0.0
METTL4	3.34368
SNOU109	0.0
RP11-715F3.2	0.202094
RP11-715F3.1	0.0
NDC80	0.0589642
KATNBL1P3	0.0
Y_RNA	0.0
RNU6-340P	0.0
CBX3P2	0.654788
SMCHD1	4.99065
RP11-703M24.5	0.0204015
Y_RNA	0.0
EMILIN2	3.47336
LPIN2	14.5201
RP11-737O24.5	0.201436
RP11-737O24.3	0.0593887
RP11-737O24.2	0.0
RP11-737O24.1	0.0
SNRPCP4	0.0
RP11-193E15.4	0.0
SNORA70	0.0
MYOM1	10.9841
RNU7-25P	0.0
RP13-270P17.2	0.883927
MYL12A	33.9486
RP13-270P17.1	0.390936
MYL12B	106.543
RP11-838N2.5	0.614023
LINC01895	0.0
RPL31P59	0.0
IGLJCOR18	0.0
RPL21P127	0.0
TGIF1	2.18928
BOD1P1	0.0
GAPLINC	0.0848989
DLGAP1	1.42078
RN7SL39P	0.0
RP11-710M11.1	0.0
DLGAP1-AS1	2.80208
DLGAP1-AS2	1.07409
RP11-874J12.4	0.0
RP11-874J12.3	0.0401025
DLGAP1-AS3	0.0
MIR6718	0.0
RNU6-831P	0.0
DLGAP1-AS4	0.183034
GAPDHP66	0.0
DLGAP1-AS5	0.571838
RP11-138C24.2	0.0
RP11-183C12.1	0.0
RP11-172F10.1	0.0
PPIAP14	0.0
LINC01892	0.0
BOD1P2	0.0
AKAIN1	0.303529
RP11-190I17.2	0.0
RP11-835E18.5	0.0
LINC00526	5.14965
LINC00667	10.6987
ZBTB14	7.66934
CTD-3096M3.1	0.0
CTD-3096M3.2	0.0457884
EPB41L3	27.6524
RP11-286N3.1	0.0
RP11-286N3.2	0.0
MIR3976HG	0.0
MIR3976	0.0
TMEM200C	1.53877
